TITLE     = "fluent22.1.0  build-id: 10213"
VARIABLES = "X"
"Y"
"Pressure"
"X Velocity"
"Y Velocity"
DATASETAUXDATA Common.DensityVar="23"
DATASETAUXDATA Common.PressureVar="3"
DATASETAUXDATA Common.TemperatureVar="12"
DATASETAUXDATA Common.TurbulentDynamicViscosityVar="17"
DATASETAUXDATA Common.UVar="5"
DATASETAUXDATA Common.VectorVarsAreVelocity="TRUE"
DATASETAUXDATA Common.ViscosityVar="25"
DATASETAUXDATA Common.VVar="7"
ZONE T="fluid"
 STRANDID=1, SOLUTIONTIME=0.735
 Nodes=10240, Elements=10080, ZONETYPE=FEQuadrilateral
 DATAPACKING=POINT
 DT=(DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE )
 -4.856290020E+00 -7.872354469E-01 6.969830946E+04 1.017486198E+02 8.059866536E-03
 -4.486958260E+00 -7.103727127E-01 6.969841536E+04 1.017469974E+02 1.332650599E-02
 -4.884823481E+00 -5.813004056E-01 6.969767826E+04 1.017510567E+02 8.766833343E-03
 -4.512971914E+00 -5.224927279E-01 6.969775969E+04 1.017498025E+02 1.406686719E-02
 -4.144869544E+00 -6.391735061E-01 6.969860407E+04 1.017438582E+02 2.550943344E-02
 -4.168549291E+00 -4.680168898E-01 6.969790574E+04 1.017473749E+02 2.630660121E-02
 -3.828067503E+00 -5.732313122E-01 6.969875457E+04 1.017408491E+02 4.005301170E-02
 -3.849585888E+00 -4.175619634E-01 6.969802257E+04 1.017450437E+02 4.089841599E-02
 -3.534733501E+00 -5.121681619E-01 6.969891917E+04 1.017377599E+02 5.582775146E-02
 -3.554250660E+00 -3.708388859E-01 6.969815226E+04 1.017426356E+02 5.673690365E-02
 -3.260660505E+00 -4.699566792E-01 6.969915851E+04 1.017341948E+02 7.259854126E-02
 -3.278617354E+00 -3.399844870E-01 6.969834833E+04 1.017397928E+02 7.361268486E-02
 -3.006500710E+00 -4.336157288E-01 6.969946059E+04 1.017301144E+02 9.038680868E-02
 -3.023062458E+00 -3.137573107E-01 6.969860101E+04 1.017364740E+02 9.154470324E-02
 -2.771296809E+00 -3.999797639E-01 6.969979660E+04 1.017257310E+02 1.093061028E-01
 -2.786567518E+00 -2.894808044E-01 6.969888390E+04 1.017328763E+02 1.106278604E-01
 -2.553676768E+00 -3.688530978E-01 6.970017282E+04 1.017209644E+02 1.294561341E-01
 -2.567752968E+00 -2.670138782E-01 6.969920262E+04 1.017289268E+02 1.309611022E-01
 -2.352365727E+00 -3.400538986E-01 6.970059763E+04 1.017157261E+02 1.509501490E-01
 -2.365336948E+00 -2.462254303E-01 6.969956515E+04 1.017245415E+02 1.526614340E-01
 -2.166179227E+00 -3.134132234E-01 6.970107516E+04 1.017099594E+02 1.739157028E-01
 -2.178128497E+00 -2.269936511E-01 6.969997526E+04 1.017196694E+02 1.758594131E-01
 -1.994016909E+00 -2.887741192E-01 6.970161169E+04 1.017035879E+02 1.984909069E-01
 -2.005021213E+00 -2.092053746E-01 6.970043870E+04 1.017142404E+02 2.006963506E-01
 -1.834856640E+00 -2.659907872E-01 6.970221511E+04 1.016965218E+02 2.248252773E-01
 -1.844987353E+00 -1.927554762E-01 6.970096290E+04 1.017081705E+02 2.273254572E-01
 -1.687749052E+00 -2.449278036E-01 6.970289385E+04 1.016886639E+02 2.530800305E-01
 -1.697072336E+00 -1.775463115E-01 6.970155591E+04 1.017013681E+02 2.559123718E-01
 -1.551812450E+00 -2.254593952E-01 6.970365747E+04 1.016799045E+02 2.834286329E-01
 -1.560389627E+00 -1.634871934E-01 6.970222681E+04 1.016937293E+02 2.866356214E-01
 -1.426228075E+00 -2.074687648E-01 6.970451695E+04 1.016701183E+02 3.160570574E-01
 -1.434115972E+00 -1.504939067E-01 6.970298613E+04 1.016851351E+02 3.196871115E-01
 -1.310235691E+00 -1.908474631E-01 6.970548482E+04 1.016591633E+02 3.511641763E-01
 -1.317486962E+00 -1.384882556E-01 6.970384596E+04 1.016754489E+02 3.552726032E-01
 -1.203129484E+00 -1.754948050E-01 6.970657540E+04 1.016468774E+02 3.889622333E-01
 -1.209792908E+00 -1.273976426E-01 6.970482018E+04 1.016645144E+02 3.936122997E-01
 -1.104254235E+00 -1.613173250E-01 6.970780516E+04 1.016330751E+02 4.296771761E-01
 -1.110374995E+00 -1.171546771E-01 6.970592479E+04 1.016521518E+02 4.349414189E-01
 -1.013001764E+00 -1.482282719E-01 6.970919296E+04 1.016175437E+02 4.735493416E-01
 -1.018621705E+00 -1.076968104E-01 6.970717822E+04 1.016381540E+02 4.795108275E-01
 -9.288076228E-01 -1.361471374E-01 6.971076051E+04 1.016000394E+02 5.208337295E-01
 -9.339654882E-01 -9.896599683E-02 6.970860172E+04 1.016222822E+02 5.275874442E-01
 -8.511480056E-01 -1.249992178E-01 6.971253275E+04 1.015802818E+02 5.718001306E-01
 -8.558796668E-01 -9.090837800E-02 6.971021981E+04 1.016042613E+02 5.794549358E-01
 -7.795368886E-01 -1.147152064E-01 6.971453841E+04 1.015579493E+02 6.267330966E-01
 -7.838755481E-01 -8.347398869E-02 6.971206079E+04 1.015837738E+02 6.354144166E-01
 -7.135233578E-01 -1.052308131E-01 6.971681056E+04 1.015326696E+02 6.859339921E-01
